ENSID,chrom,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9,fold_10,fold_11,fold_12,fold_enformer,Gene name
ENSG00000180773,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,SLC36A4
ENSG00000180776,13,train,test,valid,train,train,train,train,train,train,train,train,train,train,ZDHHC20
ENSG00000180777,18,train,train,train,train,train,train,test,valid,train,train,train,train,train,ANKRD30B
ENSG00000180785,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,OR51E1
ENSG00000180787,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,ZFP3
ENSG00000180801,4,train,train,test,valid,train,train,train,train,train,train,train,train,train,ARSJ
ENSG00000180806,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,HOXC9
ENSG00000180815,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,MAP3K15
ENSG00000180817,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,PPA1
ENSG00000180818,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,HOXC10
ENSG00000180822,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,PSMG4
ENSG00000180828,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,BHLHE22
ENSG00000180834,3,train,test,valid,train,train,train,train,train,train,train,valid,train,test,MAP6D1
ENSG00000180855,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,ZNF443
ENSG00000180871,2,test,valid,train,train,train,train,train,train,train,train,train,valid,valid,CXCR2
ENSG00000180872,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,DEFB112
ENSG00000180875,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,GREM2
ENSG00000180878,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,C11orf42
ENSG00000180879,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,SSR4
ENSG00000180881,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,CAPS2
ENSG00000180884,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,ZNF792
ENSG00000180891,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,CUEDC1
ENSG00000180900,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,SCRIB
ENSG00000180901,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,KCTD2
ENSG00000180902,2,test,valid,train,train,train,train,train,train,train,train,train,valid,valid,D2HGDH
ENSG00000180914,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,OXTR
ENSG00000180917,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,CMTR2
ENSG00000180919,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,OR56B4
ENSG00000180921,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,FAM83H
ENSG00000180929,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,GPR62
ENSG00000180934,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,OR56A1
ENSG00000180938,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,ZNF572
ENSG00000180953,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,ST20
ENSG00000180957,22,train,train,train,train,train,train,train,train,train,train,test,valid,train,PITPNB
ENSG00000180964,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,TCEAL8
ENSG00000180974,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,OR52E4
ENSG00000180979,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,LRRC57
ENSG00000180988,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,OR52N2
ENSG00000180998,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,GPR137C
ENSG00000180999,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,C1orf105
ENSG00000181001,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,OR52N1
ENSG00000181004,4,train,train,test,valid,train,train,train,train,train,train,train,train,train,BBS12
ENSG00000181007,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,ZFP82
ENSG00000181009,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,OR52N5
ENSG00000181013,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,C17orf47
ENSG00000181016,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,LSMEM1
ENSG00000181019,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,NQO1
ENSG00000181023,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,OR56B1
ENSG00000181026,15,train,train,train,test,valid,train,train,train,train,train,train,train,train,AEN
ENSG00000181027,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,FKRP
ENSG00000181029,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,TRAPPC5
ENSG00000181031,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,RPH3AL
ENSG00000181035,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,SLC25A42
ENSG00000181036,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,FCRL6
ENSG00000181038,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,METTL23
ENSG00000181045,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,SLC26A11
ENSG00000181061,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,HIGD1A
ENSG00000181072,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,CHRM2
ENSG00000181074,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,OR52N4
ENSG00000181085,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,MAPK15
ENSG00000181090,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,EHMT1
ENSG00000181092,3,train,test,valid,train,train,train,train,train,train,train,valid,train,test,ADIPOQ
ENSG00000181104,5,train,train,train,test,valid,train,train,train,train,train,train,train,train,F2R
ENSG00000181135,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,ZNF707
ENSG00000181143,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,MUC16
ENSG00000181163,5,train,train,train,test,valid,train,train,train,train,train,train,train,train,NPM1
ENSG00000181191,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,PJA1
ENSG00000181192,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,DHTKD1
ENSG00000181195,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,PENK
ENSG00000181215,4,train,train,test,valid,train,train,train,train,train,train,train,train,train,C4orf50
ENSG00000181220,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,ZNF746
ENSG00000181222,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,POLR2A
ENSG00000181234,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,TMEM132C
ENSG00000181240,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,SLC25A41
ENSG00000181264,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,TMEM136
ENSG00000181273,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,OR5AK2
ENSG00000181274,10,train,train,train,train,train,train,train,train,test,valid,train,train,train,FRAT2
ENSG00000181284,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,TMEM102
ENSG00000181291,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,TMEM132E
ENSG00000181315,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,ZNF322
ENSG00000181322,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,NME9
ENSG00000181323,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,SPEM1
ENSG00000181333,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,HEPHL1
ENSG00000181350,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,LRRC75A
ENSG00000181355,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,OFCC1
ENSG00000181371,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,OR5M8
ENSG00000181374,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,CCL13
ENSG00000181378,2,test,valid,train,train,train,train,train,train,train,train,train,valid,valid,CFAP65
ENSG00000181381,4,train,train,test,valid,train,train,train,train,train,train,train,train,train,DDX60L
ENSG00000181392,19,train,train,train,train,train,train,train,test,valid,train,train,train,test,SYNE4
ENSG00000181396,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,OGFOD3
ENSG00000181408,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,UTS2R
ENSG00000181409,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,AATK
ENSG00000181418,12,test,valid,train,train,train,train,train,train,train,train,train,train,train,DDN
ENSG00000181433,X,train,train,train,train,train,train,train,train,train,train,test,train,train,SAGE1
ENSG00000181444,7,train,train,train,train,train,test,valid,train,train,train,train,train,train,ZNF467
ENSG00000181449,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,SOX2
ENSG00000181450,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,ZNF678
ENSG00000181458,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,TMEM45A
ENSG00000181467,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,RAP2B
ENSG00000181472,6,train,train,train,train,test,valid,train,train,train,train,train,train,valid,ZBTB2
ENSG00000181481,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,RNF135
ENSG00000181499,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,OR6T1
ENSG00000181513,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,ACBD4
ENSG00000181518,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,OR8D4
ENSG00000181523,17,train,train,train,train,train,test,valid,train,train,train,train,train,train,SGSH
ENSG00000181541,4,train,train,test,valid,train,train,train,train,train,train,train,train,train,MAB21L2
ENSG00000181544,X,train,train,train,train,train,train,train,train,train,train,test,train,valid,FANCB
ENSG00000181552,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,EDDM3B
ENSG00000181555,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,SETD2
ENSG00000181562,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,EDDM3A
ENSG00000181577,6,train,train,train,train,test,valid,train,train,train,train,train,train,train,C6orf223
ENSG00000181585,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,TMIE
ENSG00000181588,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,MEX3D
ENSG00000181609,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,OR52D1
ENSG00000181616,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,OR52H1
ENSG00000181617,4,train,train,test,valid,train,train,train,train,train,train,train,train,train,FDCSP
ENSG00000181619,14,train,train,test,valid,train,train,train,train,train,train,train,train,test,GPR135
ENSG00000181625,16,train,train,train,train,test,valid,train,train,train,train,train,train,train,SLX1B
ENSG00000181626,18,train,train,train,train,train,train,test,valid,train,train,train,train,train,ANKRD62
ENSG00000181631,3,train,test,valid,train,train,train,train,train,train,train,valid,train,train,P2RY13
ENSG00000181634,9,train,train,train,train,train,train,train,test,valid,train,train,train,train,TNFSF15
ENSG00000181638,8,train,train,train,train,train,train,test,valid,train,train,train,train,train,ZFP41
ENSG00000181649,11,valid,train,train,train,train,train,train,train,train,test,train,train,train,PHLDA2
ENSG00000181656,1,valid,train,train,train,train,train,train,train,train,train,train,test,train,GPR88
ENSG00000181666,19,train,train,train,train,train,train,train,test,valid,train,train,train,train,HKR1
